  No    Ref    V       B-V     U-B
 3008   271  16.052   0.978   0.350
 3008   314  16.008   0.964   0.396
 3009   271  17.050   1.055   0.384
 3011   271  16.203   0.834   0.521
 3011   314  16.154   0.809   0.422
 3013   211  17.172   0.802         
 3014   211  16.600   0.815         
 3016   211  17.322   0.947         
 3017   211  16.696   0.801         
 3021   271  17.126   1.028   0.437
 3022   271  16.151   0.832   0.551
 3022   314  16.106   0.794   0.447
 3024   271  16.449   0.922   0.487
 3029   271  16.130   0.843   0.600
 3029   314  16.096   0.818   0.386
 3031   271  16.206   1.068   0.523
 3035   271  16.978   0.897   0.398
 3038   211  16.000   1.273         
 3040   211  17.010   0.794         
 3040   271  17.117   0.935   0.388
 3042   211  16.982   0.812         
 3044   211  15.092   0.519   0.258
 3044   271  15.162   0.554   0.434
 3044   314  15.121   0.534   0.330
 3045   211  16.913   0.897         
 3045   271  17.001   1.147   0.544
 3049   271  16.646   1.057   0.397
 3050   271  16.581   0.906   0.493
 3054   271  16.594   0.937   0.466
 3060   271  17.144   1.036   0.477
 3061   271  15.837   1.536   1.188
 3062   271  16.241   0.611   0.567
 3062   314  16.231   0.697   0.354
 3064   271  16.381   1.276   0.944
 3068   271  17.098   0.982   0.554
 3069   271  15.919   0.941   0.442
 3069   314  15.898   0.973   0.274
 3079   314  14.568   0.620   0.331
 3087   271  16.827   0.937   0.406
 3088   271  17.189   1.162   0.553
 3090   271  16.723   0.950   0.450
 3094   271  16.366   0.958   0.519
 3095   271  16.245   0.932   0.491
 3096   271  16.705   0.947   0.439
 3097   271  16.676   0.843   0.448
 3098   271  16.447   1.081   0.664
 3099   271  17.303   0.924   0.338
 3102   271  16.362   0.920   0.378
 3106   314  15.187   0.547   0.301
 3107   211  16.582   0.773         
 3107   271  16.656   0.927   0.394
 3111   211  16.313   0.845         
 3111   271  16.415   1.026   0.456
 3113   211  16.634   0.766         
 3113   271  16.744   0.921   0.209
 3115   211  15.885   0.622         
 3115   271  15.975   0.724   0.527
 3115   314  15.948   0.728   0.394
 3116   211  16.515   1.072         
 3116   271  16.588   1.406   0.898
 3117   211  17.198   0.805         
 3121   211  16.378   0.804         
 3121   271  16.494   1.014   0.406
 3125   211  16.656   0.884         
 3125   271  16.761   1.157   0.322
 3126   211  17.020   0.801         
 3126   271  17.182   1.065   0.334
 3127   211  16.750   0.740         
 3127   271  16.901   0.886   0.342
 3130   211  16.847   0.806         
 3131   211  17.280   0.850         
 3133   211  16.576   0.798         
 3133   271  16.671   0.937   0.352
 3135   211  15.966   0.715         
 3135   271  16.066   0.846   0.415
 3135   314  16.024   0.856   0.321
 3138   211  16.767   0.711         
 3139   211  16.800   0.841         
 3139   271  16.867   0.876   0.445
 3141   211  16.167   0.703         
 3141   271  16.113   0.788   1.012
 3141   314  16.045   0.745   0.417
 3144   211  17.404   1.000         
 3145   211  17.069   1.007         
 3148   211  17.037   0.846         
 3150   211  17.201   0.934         
 3153   211  16.702   0.798         
 3154   211  16.148   0.880         
 3154   271  16.216   1.042   0.563
 3155   211  16.281   0.751         
 3155   271  16.380   0.843   0.408
 3156   211  16.417   1.093         
 3160   211  16.849   0.777         
 3162   211  16.823   0.938         
 3163   211  16.819   1.090         
 3164   211  15.519   0.627         
 3165   211  15.348   0.710         
 3166   211  16.437   0.691         
 3167   211  16.458   0.753         
 3168   211  16.383   0.527         
 3170   211  17.106   0.872         
 3172   211  16.875   1.006         
 3173   211  16.039   1.092         
 3178   211  16.061   0.788         
 3179   211  17.066   0.976         
 3183   211  16.894   0.869         
 3184   211  17.441   0.951         
 3186   211  15.801   0.657         
 4004   271  15.608   1.495   1.262
 4005   271  17.173   0.883   0.125
 4006   271  16.714   0.950   0.378
 4011   271  16.755   0.931   0.387
 4013   314  13.981   0.993   0.356
 4019   271  16.874   0.762   0.618
 4020   271  17.536   0.868   0.244
 4021   271  16.465   1.052   0.604
 4022   271  16.518   0.814   0.380
 4024   271  17.708   1.088   0.184
 4025   271  15.378   1.518   1.376
 4028   271  16.431   1.044   0.508
 4032   314  16.040   0.697   0.436
 4033   271  16.694   1.005   0.286
 4034   271  17.196   0.870   0.440
 4035   271  16.451   0.770   0.368
 4037   271  15.821   1.496   1.012
 4041   271  15.821   1.065   0.560
 4044   271  15.981   1.179   0.738
 4046   271  16.910   0.838   0.311
 4052   271  16.908   1.184   0.442
 4054   271  15.622   0.963   0.543
 4054   314  15.633   0.965   0.465
 4063   271  16.123   0.795   0.532
 4068   271  16.413   0.879   0.595
 4070   271  15.691   0.838   0.601
 4070   314  15.687   0.843   0.606
 4071   271  16.397   0.956   0.523
 4073   271  16.761   0.974   0.618
 4074   271  16.529   1.015   0.543
 4079   271  14.600   1.660   1.295
 4080   271  16.195   0.732   0.440
 4080   314  16.171   0.686   0.367
 4082   271  15.976   1.014   0.476
 4087   271  16.211   0.899   0.699
 4088   271  16.380   1.095   0.630
 4092   271  16.515   0.900   0.793
 4093   271  16.320   0.936   0.592
 4097   271  17.154   1.063   0.413
 4098   271  15.873   1.199   0.570
 4104   271  15.539   1.507   1.206
 4107   271  16.662   1.055   0.433
 4108   271  16.586   0.767   0.530
 4109   271  16.103   1.017   0.446
 4113   271  16.417   0.868   0.505
 4114   271  16.455   0.922   0.423
 4117   271  15.445   1.164   0.743
 4118   271  16.821   1.175   0.675
 4119   271  16.708   1.114   0.465
 4126   271  16.611   1.004   0.393
 4129   271  16.482   0.901   0.429
 4134   271  16.939   1.014   0.431
 4137   271  16.230   1.028   0.388
 4141   271  16.580   1.049   0.501
 4145   271  16.832   1.018   0.454
 4147   271  15.841   0.997   0.550
 4148   271  16.711   0.966   0.414
 4149   271  16.617   0.724   0.565
 4151   271  16.018   0.937   0.472
 4153   271  15.967   1.060   0.567
 4154   271  16.738   1.023   0.349
 4157   271  16.410   0.916   0.543
 4158   271  15.304   1.475   1.111
 4160   271  15.943   0.774   0.493
 4160   314  15.952   0.757   0.388
 4162   271  16.132   0.888   0.664
 4167   271  16.722   1.056   0.510
 4168   271  16.999   0.973   0.498
 4170   271  16.382   0.779   0.553
 4172   271  15.606   1.193   0.984
 4175   271  17.003   1.087   0.672
 4176   271  16.509   1.129   0.635
 4179   271  17.074   0.922   0.400
 4181   271  16.493   0.897   0.462
 4182   271  15.056   1.477   1.205
 4185   271  17.018   0.800   0.581
 4186   271  15.882   1.133   0.827
 4188   271  15.706   0.955   0.462
 4188   314  15.702   0.979   0.307
 4191   271  16.298   0.995   0.522
 4192   271  16.881   0.981   0.512
 4194   271  16.116   0.751   0.530
 4198   271  15.465   1.438   1.191
 4201   271  16.737   0.940   0.412
 4202   271  14.055   1.888   1.633
 4203   271  16.858   1.091   0.479
 4206   271  15.904   0.997   0.748
 4208   271  16.083   1.023   0.524
 4216   314  13.151   1.750   1.710
 4220   271  17.208   0.739   0.537
 4221   271  16.190   0.556   0.391
 4221   314  16.167   0.587   0.283
 4222   271  16.208   0.765   0.553
 4223   271  16.270   0.812   0.460
 4230   271  16.418   0.796   0.494
 4231   271  16.122   0.957   0.476
 4233   271  16.258   0.825   0.383
 4237   271  15.385   1.383   1.254
 4239   271  16.578   1.044   0.712
 4245   271  16.449   0.933   0.502
 4246   271  16.220   0.727   0.581
 4248   271  16.562   0.933   0.630
 4250   271  16.184   0.754   0.435
 4251   271  16.892   0.676   0.497
 4252   271  15.825   0.986   0.593
 4253   271  16.468   0.854   0.591
 4261   271  16.841   0.575  -0.247
 4262   271  17.162   0.896   0.450
 4264   271  17.070   1.002   0.456
 4266   271  17.133   0.918   0.433
 4269   271  16.700   1.002   0.390
 4272   271  17.182   0.982   0.491
 4275   271  17.110   0.991   0.535
 4278   271  17.142   0.807   0.526
 4279   271  16.207   0.824   0.399
 4281   271  16.295   0.995   0.421
 4283   271  16.788   0.912   0.458
 4286   271  16.520   1.075   0.870
 4288   271  16.553   1.045   0.567
 4289   271  16.217   1.101   0.850
 4290   271  17.247   0.996   0.302
 4318   271  16.561   0.938   0.510
 4321   271  16.155   0.961   0.375
 4322   271  16.920   0.853   0.302
 4323   271  15.884   0.958   0.405
 4323   314  15.855   0.978   0.351
 4325   271  15.641   0.884   0.502
 4325   314  15.615   0.926   0.444
 4330   271  15.848   1.020   0.479
 4333   271  16.757   0.918   0.407
 4334   271  16.843   0.649   0.424
 4335   271  16.662   0.947   0.183
 4336   271  16.413   0.982   0.379
 4337   271  15.708   0.988   0.438
 4337   314  15.678   0.992   0.441
 4338   271  16.029   0.706   0.401
 4338   314  15.980   0.725   0.393
 4339   271  17.219   1.022   0.380
 4342   271  13.629   1.965   1.625
 4345   271  17.200   1.019   0.182
 4348   271  16.989   1.268   0.814
 4350   271  16.822   0.816   0.417
 4354   271  16.896   1.094   0.482
 4355   271  16.697   0.955   0.374
 4356   271  16.416   1.104   0.532
 4358   271  16.347   0.855   0.585
 4361   271  15.669   0.915   0.438
 4361   314  15.659   0.891   0.323
 4362   271  16.953   0.235  -0.532
 4362   314  16.906   0.160  -0.609
 4364   271  16.245   1.086   0.628
 4365   271  16.666   1.202   0.539
 4366   271  15.735   1.006   0.417
 4366   314  15.722   0.984   0.317
 4368   271  16.635   1.013   0.425
 4369   271  16.476   1.094   0.418
 4371   271  16.549   1.106   0.555
 4379   271  16.878   1.051   0.431
 4380   271  16.073   1.414   0.857
 4381   271  15.756   1.242   1.076
 4382   271  16.181   1.079   0.515
 4384   271  16.819   1.135   0.401
 4387   271  16.000   0.796   0.530
 4387   314  15.962   0.784   0.460
 4388   271  16.201   0.873   0.428
 4397   271  16.439   0.974   0.473
 4402   271  16.715   1.112   0.712
 4403   271  15.935   1.046   0.606
 4404   271  16.123   0.862   0.501
 4405   271  17.209   1.012   0.501
 4408   271  16.810   0.950   0.389
 4409   271  16.909   0.968   0.486
 4410   271  16.486   1.039   0.560
 4411   271  16.546   0.874   0.488
 4413   271  16.560   0.903   0.497
 4417   271  16.556   0.894   0.450
 4419   271  17.174   0.819   0.457
 4420   271  16.141   0.738   0.516
 4422   271  17.027   0.866   0.581
 4425   271  15.901   1.033   0.592
 4427   271  16.843   1.028   0.442
 4429   271  16.486   0.808   0.445
 4434   271  15.690   1.525   1.348
 4435   271  16.742   0.917   0.443
 4436   271  16.766   0.730   0.482
 4437   271  16.273   1.006   0.590
 4438   271  15.489   1.318   1.040
 4441   271  17.054   0.948   0.361
 4442   271  16.659   0.856   0.379
 4449   271  16.742   0.920   0.405
 4452   271  16.677   0.896   0.371
 4453   271  17.042   0.862   0.170
 4456   271  16.442   0.932   0.453
 4458   271  13.192   1.564   1.520
 4458   314  13.197   1.717   1.583
 4462   271  16.329   0.898   0.441
 4469   271  16.430   0.885   0.592
 4471   271  16.167   0.791   0.540
 4476   271  16.604   0.886   0.353
 4480   271  16.876   0.975   0.449
 4481   314  16.209   0.876   0.319
 4482   271  16.139   0.749   0.346
 4482   314  16.111   0.852   0.269
 4483   271  16.795   1.229   0.869
 4487   271  15.945   0.864   0.368
 4487   314  15.937   0.883   0.323
 4488   271  15.477   1.011   0.633
 4488   314  15.450   1.055   0.610
 4489   271  16.661   1.558   1.227
 4491   271  16.552   1.026   0.540
 4494   271  15.824   1.583   1.412
 4495   271  17.028   1.019   0.640
 4496   271  16.848   0.933   0.420
 4498   271  16.646   0.759   0.446
 4500   271  17.335   0.851   0.372
 4501   271  16.103   0.953   0.358
 4501   314  16.078   0.969   0.375
 4503   271  17.356   0.940   0.739
 4504   271  16.690   0.939   0.400
 4505   271  15.875   0.712   0.500
 4505   314  15.920   0.664   0.384
 4506   271  16.318   1.198   0.930
 4507   271  16.607   1.006   0.482
 4508   271  16.191   1.379   0.854
 4509   271  16.712   0.914   0.436
 4510   271  16.479   1.068   0.648
 4511   271  16.855   0.891   0.478
 4513   271  16.341   0.941   0.522
 4515   271  16.320   1.086   0.520
 4517   271  16.499   0.993   0.424
 4519   271  15.672   1.534   1.138
 4521   271  16.452   0.972   0.490
 4523   271  16.840   0.947   0.393
 4524   271  16.518   0.786   0.436
 4528   271  16.397   1.020   0.388
 4530   271  16.228   0.935   0.407
 4531   271  15.904   1.086   0.526
 4532   271  16.863   0.950   0.459
 4534   271  16.165   0.757   0.552
 4534   314  16.166   0.812   0.343
 4535   271  16.312   0.993   0.460
 4538   271  16.687   0.944   0.437
 4540   271  17.142   0.983   0.545
 4542   271  16.516   0.817   0.590
 4544   271  17.391   1.148   0.722
 4549   271  16.627   0.913   0.479
 4550   271  16.941   0.948   0.505
 4554   314  15.857   0.994   0.295
 4555   271  16.285   0.863   0.359
 4557   271  16.136   0.937   0.519
 4558   271  16.244   0.812   0.531
 4559   271  16.372   0.817   0.517
 4563   271  15.719   1.440   1.428
 4565   271  16.643   0.971   0.549
 4566   271  15.747   0.898   0.495
 4566   314  15.750   0.947   0.319
 4568   271  16.475   1.083   0.490
 4569   271  15.847   1.461   1.002
 4570   271  16.135   0.811   0.529
 4573   271  16.335   0.835   0.533
 4574   271  16.540   1.098   0.682
 4575   271  16.797   0.923   0.316
 4576   271  15.754   1.194   1.127
 4582   271  16.062   0.774   0.489
 4583   271  16.562   1.012   0.502
 4584   271  17.210   0.947   0.318
 4585   271  16.382   0.971   0.561
 4586   271  16.798   0.902   0.521
 4587   271  16.798   0.767   1.327
 4588   271  16.910   1.029   0.376
 4590   271  15.359   1.405   1.102
 4591   271  16.201   0.810   0.487
 4593   271  16.739   0.695   0.447
 4594   271  16.219   0.772   0.463
 4596   271  16.726   0.943   0.509
 4597   271  16.153   0.913   0.447
 4599   271  16.532   1.005   0.534
 4600   271  16.764   0.985   0.333
 4607   271  15.836   1.028   0.663
 4610   271  16.000   0.877   0.511
 4611   271  16.900   0.926   0.482
 4613   271  16.029   1.254   1.154
 4614   271  15.898   0.846   0.384
 4614   314  15.874   0.923   0.232
 4615   271  16.311   1.041   0.576
 4618   271  16.128   0.910   0.348
 4621   271  15.757   0.936   0.455
 4621   314  15.759   1.049   0.362
 4627   271  16.664   0.844   0.361
 4628   271  16.921   0.976   0.282
 4629   271  16.441   0.877   0.310
 4630   271  16.198   0.924   0.424
 4635   271  16.580   0.864   0.359
 4638   271  17.004   0.934   0.441
 4640   271  15.664   1.352   1.064
 4641   271  16.600   0.783   0.509
 4642   271  16.796   0.826   0.436
 4644   271  16.169   1.128   0.853
 4646   271  16.797   0.966   0.176
 4651   271  15.363   1.188   1.380
 4653   271  15.878   0.942   0.494
 4654   271  17.029   0.865   0.346
 4661   271  15.627   0.932   0.399
 4661   314  15.665   1.039   0.225
 4663   271  16.533   0.932   0.340
 4672   314  15.735   1.007   0.253
 4679   314  15.836   1.062   0.458
 4682   314  16.238   0.815   0.394
 4684   271  16.144   0.691   0.612
 4684   314  16.147   0.993   0.249
 4686   271  16.460   0.833   0.446
 4687   271  16.286   0.967   0.474
 4688   271  16.464   1.150   0.841
 4689   271  16.597   1.039   0.679
 4691   271  16.170   1.465   1.343
 4691   314  16.221   0.859   0.426
 4692   271  16.561   0.893   0.442
 4697   271  17.007   1.131   0.708
 4698   271  16.050   1.585   1.359
 4698   314  16.106   0.762   0.415
 4699   271  17.096   1.116   0.564
 4701   271  16.455   1.095   0.736
 4705   271  17.048   1.024   0.495
 4706   271  16.578   1.070   0.609
 4709   271  16.327   0.968   0.649
 4711   271  16.369   1.023   0.676
 4712   271  16.358   1.131   1.010
 4713   271  16.672   0.643   0.612
 4715   271  16.066   1.029   0.654
 4715   314  16.105   0.806   0.378
 4716   271  17.317   1.148   0.678
 4720   271  15.815   1.498   1.452
 4721   271  16.891   0.995   0.537
 4722   271  17.193   1.053   0.644
 4723   271  16.015   0.783   0.493
 4723   314  16.006   0.770   0.424
 4724   271  16.353   0.863   0.506
 4725   271  17.335   0.860   0.526
 4726   271  16.191   0.777   0.583
 4726   314  16.199   0.634   0.451
 4728   271  15.994   0.744   0.635
 4728   314  15.963   0.916   0.398
 4729   271  15.552   0.817   0.510
 4729   314  15.550   0.769   0.447
 4732   271  16.734   0.814   0.553
 4733   271  15.930   1.699   1.405
 4734   271  16.599   0.916   0.513
 4735   271  16.092   0.821   0.543
 4735   314  16.087   0.804   0.455
 4737   271  16.751   1.093   0.746
 4739   271  16.086   1.195   0.968
 4740   271  15.958   0.918   0.563
 4740   314  15.963   0.913   0.429
 4741   271  15.952   0.811   0.626
 4741   314  15.968   0.787   0.522
 4742   271  16.923   0.904   0.572
 4743   271  16.251   1.050   0.509
 4744   271  16.388   0.866   0.549
 4745   271  16.311   1.016   0.615
 4746   271  17.106   0.966   0.520
 4747   271  16.784   0.973   0.429
 4750   271  16.171   0.862   0.608
 4754   271  17.265   1.074   0.518
 4755   271  17.095   1.169   0.475
 4756   271  16.840   1.187   0.776
 4757   271  16.784   1.216   0.641
 4759   271  16.817   0.971   0.481
 4760   271  17.108   0.910   0.355
 4761   271  17.348   0.940   0.549
 4762   271  14.762   0.906   0.608
 4762   314  14.749   0.842   0.456
 4763   271  16.479   1.130   0.730
 4767   271  17.266   1.043   0.553
 4768   271  15.895   0.920   0.459
 4768   314  15.925   0.933   0.298
 4769   271  17.018   1.158   0.750
 4770   271  15.957   1.388   0.669
 4773   271  17.054   0.931   0.420
 4775   271  17.061   0.984   0.229
 4776   271  16.454   0.858   0.429
 4777   271  16.721   1.157   0.829
 4778   271  16.406   0.993   0.395
 4779   271  16.083   0.712   0.433
 4779   314  16.100   0.807   0.253
 4782   271  16.692   0.776   0.505
 4783   271  16.041   0.801   0.422
 4784   271  16.839   1.187   0.965
 4785   271  17.062   0.954   0.415
 4787   271  16.461   0.702   0.408
 4788   271  16.231   0.771   0.435
 4789   271  16.486   0.868   0.413
 4790   271  16.191   0.987   0.499
 4791   271  16.795   0.977   0.475
 4793   271  17.156   0.880   0.362
 4796   271  17.041   0.802   0.297
 4798   271  16.580   1.001   0.398
 4799   271  16.222   0.848   0.431
 4801   271  16.587   1.063   0.443
 4802   271  16.794   0.882   0.389
 4804   271  16.068   0.884   0.429
 4805   271  16.806   1.046   0.509
 4806   271  16.185   0.881   0.359
 4807   271  15.871   0.936   0.387
 4807   314  15.888   0.990   0.335
 4810   271  16.802   1.018   0.532
 4813   271  17.109   0.972   0.393
 4814   271  16.876   1.076   0.326
 4815   271  15.880   0.955   0.487
 4816   271  16.091   1.443   1.071
 4817   271  16.479   0.911   0.405
 4818   271  16.117   0.733   0.437
 4819   271  16.815   0.896   0.319
 4820   271  16.931   0.616   0.482
 4821   271  16.291   0.950   0.433
 4823   271  15.526   1.123   0.759
 4825   271  14.327   1.717   1.622
 4827   271  15.858   0.969   0.435
 4828   271  17.188   0.892   0.316
 4830   271  16.800   0.799   0.300
 4831   271  16.851   0.994   0.626
 4832   271  15.966   0.909   0.524
 4835   271  16.883   0.981   0.362
 4837   271  17.178   0.914   0.325
 4838   271  16.578   0.897   0.410
 4839   271  16.153   0.713   0.391
 4840   271  14.806   1.494   1.266
 4841   271  15.981   0.657   0.402
 4841   314  16.023   0.726   0.309
 4842   271  16.991   0.910   0.282
 4844   314  15.702   1.068   0.475
 4848   271  15.793   0.969   0.562
 4849   271  16.961   0.945   0.361
 4856   314  15.999   0.787   0.481
 4860   271  15.179   0.786   0.563
 4861   271  16.047   1.188   0.807
 4863   271  17.415   0.966   0.621
 4864   271  15.630   1.153   1.088
 4864   314  15.648   1.027   0.456
 4865   271  16.544   0.979   0.566
 4866   271  15.909   0.915   0.597
 4866   314  15.925   0.911   0.500
 4867   271  15.693   0.666   0.584
 4867   314  15.725   0.898   0.488
 4868   271  17.195   0.927   0.556
 4870   271  16.174   0.791   0.613
 4871   271  16.020   0.982   0.492
 4871   314  16.033   1.015   0.514
 4872   271  16.640   1.066   0.581
 4874   271  16.804   1.021   0.685
 4875   271  16.522   1.076   0.762
 4876   271  16.794   0.943   0.492
 4877   271  16.302   0.805   0.634
 4878   271  16.938   0.791   0.462
 4879   271  16.487   0.928   0.457
 4880   271  17.708   0.941   0.425
 4881   271  15.857   0.656   0.507
 4885   271  16.978   1.047   0.512
 4891   271  16.470   0.933   0.485
 4893   271  16.762   0.915   0.381
 4895   314  14.922   0.597   0.270
 4896   271  16.208   0.884   0.590
 4896   314  16.187   0.828   0.372
 4897   271  15.890   0.960   0.315
 4897   314  15.878   0.927   0.347
 4898   271  17.000   0.993   0.234
 4899   271  16.081   0.965   0.495
 4899   314  16.055   0.939   0.411
 4904   271  15.656   1.632   1.390
 4906   271  16.898   1.016   0.459
 4907   271  16.959   1.058   0.628
 4908   271  16.328   0.858   0.469
 4909   271  16.397   0.939   0.587
 4910   271  16.908   1.061   0.462
 4911   271  16.817   0.988   0.408
 4912   271  16.890   0.626   0.076
 4913   271  15.961   1.407   0.142
 4914   271  16.345   0.894   0.839
 4915   271  16.367   0.855   0.466
 4916   271  16.124   0.824   0.519
 4916   314  16.079   0.829   0.469
 4917   271  16.510   0.901   0.601
 4918   271  16.486   1.079   0.540
 4919   271  16.418   0.905   0.544
 4920   271  16.017   0.973   0.496
 4920   314  16.000   0.923   0.442
 4922   271  16.793   1.181   0.569
 4924   271  15.974   1.089   0.391
 4929   271  16.900   1.111   0.186
 4930   211  16.389   0.729         
 4930   271  16.727   0.968   1.175
 4931   211  15.937   0.824         
 4931   271  15.993   0.964   0.456
 4931   314  15.992   0.952   0.324
 4932   211  16.574   0.787         
 4932   271  16.670   0.938   0.367
 4933   271  16.189   1.054   0.722
 4934   271  16.850   0.938   0.508
 4935   271  15.976   0.933   0.407
 4935   314  15.979   0.927   0.297
 4940   211  16.166   0.705         
 4941   271  16.941   0.927   0.411
 4942   271  16.735   1.016   0.541
 4943   271  16.004   0.826   0.387
 4943   314  15.989   0.828   0.302
 4944   271  16.620   0.743   0.447
 4945   271  16.232   1.298   0.939
 4946   271  16.601   0.888   0.436
 4947   271  16.524   0.884   0.418
 4949   271  16.899   0.933   0.394
 4951   271  16.830   1.071   0.449
 4954   271  16.572   1.062   0.535
 4955   271  16.735   0.886   0.449
 4957   271  16.663   0.890   0.323
 4958   271  16.128   0.784   0.457
 4959   271  15.739   0.938   0.372
 4959   314  15.734   0.916   0.358
 4960   271  16.618   1.045   0.506
 4961   271  16.105   0.760   0.418
 4961   314  16.099   0.756   0.327
 4962   271  16.268   0.803   0.291
 4963   271  16.896   0.944   0.361
 4966   271  16.274   0.841   0.459
 4967   271  16.527   0.849   0.330
 4969   271  15.833   0.926   0.328
 4969   314  15.807   0.955   0.299
 4970   271  16.323   1.362   0.883
 4972   271  16.463   1.033   0.475
 4974   271  16.994   1.015   0.496
 4978   271  16.299   1.293   0.947
 4979   271  16.833   0.866   0.350
 4980   271  16.991   1.031   0.388
 4981   271  16.993   0.887   0.433
 4982   271  15.951   0.853   0.290
 4982   314  15.941   0.891   0.192
 4985   271  16.949   1.014   0.712
 4987   271  15.846   0.947   0.425
 4987   314  15.853   1.044   0.311
 4988   271  15.623   0.963   0.499
 4988   314  15.635   0.994   0.440
 4989   271  15.738   0.958   0.524
 4990   271  16.821   0.930   0.334
 4992   271  15.712   0.957   0.427
 4992   314  15.756   1.035   0.321
 4993   271  15.236   1.258   0.977
 4995   271  16.911   0.871   0.281
 4998   271  17.224   0.897   0.469
 4999   271  16.637   0.783   0.336
 5003   314  16.025   0.790   0.239
 5004   271  16.936   0.912   0.379
 5017   211  15.020   1.167         
 5018   271  16.436   0.809   0.157
 5019   271  16.491   0.921   0.719
 5021   271  16.298   1.424   1.274
 5022   271  16.088   0.946   0.427
 5022   314  16.099   0.880   0.522
 5029   271  17.367   0.959   0.421
 5030   271  16.828   1.034   0.733
 5031   271  15.820   0.855   0.515
 5032   271  16.255   1.106   0.633
 5033   271  16.666   0.885   0.571
 5034   271  17.127   0.938   0.546
 5035   271  16.367   1.434   1.330
 5036   271  16.160   0.556   0.612
 5036   314  16.187   0.822   0.424
 5038   271  17.253   1.049   0.490
 5039   271  16.710   0.965   0.498
 5040   271  16.952   0.986   0.836
 5041   271  16.769   1.056   0.343
 5042   271  17.277   0.775   0.461
 5043   271  16.611   0.888   0.522
 5045   271  16.293   0.918   0.508
 5046   271  16.624   1.076   0.494
 5047   271  16.547   1.430   0.725
 5049   271  15.861   0.922   0.536
 5049   314  15.861   0.902   0.457
 5050   271  16.045   0.830   0.627
 5050   314  15.975   0.866   0.491
 5051   271  16.647   0.902   0.551
 5052   271  16.419   0.925   0.521
 5053   271  16.916   0.963   0.429
 5054   271  16.959   1.221   0.516
 5055   271  16.425   0.884   0.352
 5056   271  16.879   1.018   0.437
 5057   271  15.827   1.016   0.400
 5057   314  15.825   0.993   0.281
 5058   271  16.392   0.876   0.489
 5060   271  17.023   1.129   0.647
 5061   271  17.018   1.030   0.583
 5063   271  17.084   0.972   0.534
 5064   271  16.371   0.892   0.523
 5066   271  16.634   1.038   0.517
 5067   271  15.931   0.946   0.571
 5067   314  15.919   0.945   0.472
 5068   271  16.303   1.355   0.835
 5069   271  16.831   1.016   0.555
 5070   271  16.590   0.879   0.607
 5071   271  16.835   0.978   0.423
 5072   271  16.575   0.942   0.481
 5076   271  16.956   1.212   0.575
 5077   271  17.183   1.178   0.546
 5078   271  16.733   1.109   0.415
 5079   211  15.394   1.124         
 5079   271  15.458   1.395   0.993
 5084   271  16.999   0.829   0.574
 5085   211  15.942   0.636         
 5085   271  16.035   0.757   0.502
 5085   314  15.974   0.740   0.392
 5086   211  15.459   1.107         
 5086   271  15.516   1.418   1.076
 5087   211  16.825   0.783         
 5087   271  16.970   0.990   0.323
 5088   211  16.847   0.943         
 5088   271  16.936   1.211   0.628
 5089   211  16.858   0.830         
 5089   271  17.007   1.034   0.370
 5091   271  16.922   0.961   0.410
 5092   271  14.985   1.487   1.340
 5093   271  17.333   1.018   0.289
 5095   211  17.075   1.071         
 5096   271  16.874   1.020   0.406
 5097   271  15.796   1.498   1.248
 5098   271  16.604   0.890   0.387
 5099   271  16.037   0.795   0.427
 5099   314  16.048   0.747   0.339
 5100   211  16.367   0.826         
 5100   271  16.414   0.922   0.369
 5101   211  16.552   0.860         
 5102   211  17.001   1.083         
 5103   211  16.963   0.756         
 5104   211  16.697   0.761         
 5104   271  16.805   0.902   0.421
 5105   211  16.050   0.892         
 5105   271  16.140   1.146   0.787
 5106   211  15.610   1.025         
 5106   271  15.683   1.304   1.210
 5107   211  17.248   0.994         
 5108   271  15.739   0.716   0.461
 5108   314  15.722   0.701   0.372
 5109   211  16.732   0.909         
 5109   271  16.765   1.079   0.560
 5110   211  16.007   0.793         
 5110   271  16.081   0.922   0.379
 5110   314  16.075   0.939   0.246
 5111   211  16.564   0.914         
 5111   271  16.686   1.115   0.554
 5112   211  15.958   0.631         
 5112   271  16.039   0.762   0.415
 5112   314  16.054   0.700   0.324
 5113   271  16.726   0.804   0.503
 5115   271  17.003   0.885   0.431
 5116   271  16.740   0.936   0.398
 5117   271  16.672   0.958   0.449
 5118   271  17.301   0.898   0.500
 5119   271  17.120   0.940   0.352
 5120   271  16.190   0.854   0.327
 5122   271  16.616   0.862   0.292
 5123   271  16.009   0.767   0.370
 5123   314  15.969   0.794   0.337
 5125   271  17.275   0.928   0.356
 5126   271  15.820   1.369   1.029
 5128   271  16.271   0.833   0.314
 5129   271  16.071   0.822   0.364
 5129   314  16.025   0.801   0.340
 5130   271  17.119   0.836   0.259
 5131   271  16.590   0.967   0.372
 5132   271  16.344   0.783   0.272
 5133   271  16.287   0.956   0.354
 5134   271  16.705   0.923   0.357
 5136   271  16.761   1.015   0.307
 5137   271  16.888   0.902   0.309
 5138   271  17.063   0.761   0.329
 5139   271  15.953   0.985   0.499
 5143   271  16.487   1.088   0.762
 5145   271  16.167   0.766   0.336
 5145   314  16.163   0.734   0.314
 5146   271  16.693   1.071   0.541
 5147   271  16.920   0.814   0.421
 5148   271  16.757   0.901   0.375
 5149   271  16.499   0.784   0.223
 5150   271  16.602   0.746   0.229
